video_id,duration,time_stamp,sentences
xsO7lu70Ghg,225.959067,"[107.24, 109.342]","A boy, standing in front of a lush forest, continues the video's narrative, expressing that Walden, symbolized by the green towel he's wearing, represents family and belonging."
xsO7lu70Ghg,225.959067,"[109.342, 111.544]","A group of young women, dressed in casual clothes and some holding towels, stand close together, laughing and smiling in front of a wooden structure with graffiti, suggesting they are enjoying a sunny day outdoors, possibly after swimming.  A woman's voice is briefly heard, followed by a man's voice remarking on the uniqueness of such camps compared to Australia."
xsO7lu70Ghg,225.959067,"[111.544, 113.58]","A young man, wearing a baseball cap and a graphic t-shirt, smiles brightly for the camera against a sunny park backdrop, as a man's voice speaks about the value of friendship and the uniqueness of the camp experience compared to Australia."
xsO7lu70Ghg,225.959067,"[113.58, 118.017]","A young couple shares a sweet kiss on a sunny day out, the boy in his ""Old Navy"" shirt leaning in towards the girl as she smiles broadly, the joyful moment briefly interrupted by a woman's voice heard commenting ""London is love"" followed by another woman exclaiming in Korean."
xsO7lu70Ghg,225.959067,"[118.017, 134.701]","After a sweet kiss shared between a young couple, different people talk about their love for Camp Walden, a place filled with cherished summer memories, including a young man standing by a fence and a group of girls walking down a path."
xsO7lu70Ghg,225.959067,"[134.701, 151.88172335600908]","Three boys on a tennis court, arms around each other, smile for the camera as a man speaks about the friendships he's made at Camp Walden.  The scene shifts to a sunburned boy by a lake, surrounded by colorful kayaks, and then to two girls relaxing on a grassy field, their laughter drowned out by the man's continuing praise for the camp.  Finally, a lone figure in a hoodie stands contemplatively in the woods."
xsO7lu70Ghg,225.959067,"[152.585, 155.021]","A man with dark, tousled hair and a beard, wearing a bright green shirt, stands against a cloudy sky, as someone off-camera reminisces about a place called ""Golden."""
xsO7lu70Ghg,225.959067,"[155.021, 157.957]","Inside a brightly lit room with wooden floors and large windows, a young girl smiles at a young man in a striped shirt as a woman's voice reminisces about the joys of spending summers at Camp Walden."
xsO7lu70Ghg,225.959067,"[157.957, 160.36]","Inside a cluttered room, a blonde young woman smiles at the camera as she fondly remembers her time growing up at Camp Walden, a place filled with summer fun and cherished memories."
xsO7lu70Ghg,225.959067,"[163.997, 166.166]","A man in a dark jacket and scarf stands calmly in a park setting, smiling as a woman's voice shares her positive experience at Walden, calling it ""a new experience."""
xsO7lu70Ghg,225.959067,"[167.367, 169.69142857142856]","A woman, framed closely by the camera, shares a heartfelt sentiment about Walden, her voice calm as she describes it as a wonderful place to spend summers with her family."
xsO7lu70Ghg,225.959067,"[169.736, 172.71002267573695]","At a lakeside, a young man joyfully dives off a wooden platform into the calm water as a man excitedly exclaims, ""Alden is flipping awesome!"""
xsO7lu70Ghg,225.959067,"[178.278, 181.881]","Two women under a red umbrella are all smiles as they enjoy a rainy day in the lush, green woods, the muddy path suggesting a recent downpour.  The woman speaking fondly calls this place ""Walden,"" her voice filled with warmth and happiness."
xsO7lu70Ghg,225.959067,"[181.881, 183.917]","As the video showcases a group of young women, all smiles as they enjoy a sunny day in a grassy field, a woman's voice warmly describes Walden as a place filled with life, joy, and a sense of belonging."
xsO7lu70Ghg,225.959067,"[183.917, 188.721]","Two young women pose for the camera on a sunny beach by a lake, as a woman's voice describes Walden as a cherished place where dreams happen.  The scene then shifts to a young boy wearing a life jacket, standing in a grassy area with trees in the background."
xsO7lu70Ghg,225.959067,"[188.721, 190.7983673469388]","A young woman stands alone in a grassy field, her blue beanie hat pulled down against the wind as she speaks directly to the camera about Walden, a place she describes as magical and full of dreams."
xsO7lu70Ghg,225.959067,"[190.857, 196.863]","A woman with long, flowing hair, standing in a grassy field, expresses her heartfelt appreciation for the enduring spirit of a place that feels like coming home, as the scene transitions to a young man with a backpack, standing against a backdrop of trees, suggesting a change in perspective."
xsO7lu70Ghg,225.959067,"[198.164, 201.234]","A man wearing a ""LONDON"" t-shirt stands alone in a grassy field surrounded by trees, looking at the camera as a man and a woman discuss the appeal of the location off-screen."
xsO7lu70Ghg,225.959067,"[201.234, 219.485]","A young woman stands calmly in a sun-drenched field, as a voice off-screen describes a place that feels like ""home away from home."" Later, two young women chat in a car, their easy conversation unheard. Finally, the scene shifts to a man sitting peacefully on a dock, a serene body of water spread out behind him."
xsO7lu70Ghg,225.959067,"[221.054, 225.959]","As a series of words gradually appear on the black screen, a child's voice, filled with emotion, describes a special place that feels like ""home away from home,"" accompanied by the gentle strumming of a guitar."
Yy7lpWBualA,558.9584,"[0.0, 4.063492063492063]","A woman, wearing a blue top and black pants, crouches in front of a large white cargo door, likely operating a control panel beside a gray chest of drawers.  The whirring of machinery suddenly fills the storage unit, drowning out the earlier sound of typing."
Yy7lpWBualA,558.9584,"[9.142, 13.520181405895691]","While a car engine starts up and idles nearby, the camera focuses on a shiny metal railing, likely inside a building, with a person's leg visible at the top."
Yy7lpWBualA,558.9584,"[13.546, 17.283]","A man with glasses smiles brightly at the camera as he announces, ""30 hours later and we finally made it to Thailand,"" while standing in the arrival area of a bustling airport terminal."
Yy7lpWBualA,558.9584,"[17.283, 99.31174603174603]","The video opens with a scenic view of a city skyline during sunset, transitioning to a title card that reads ""Passport Two: THAiLAND"". A man and a woman, who just arrived in Thailand after 30 hours of travel, are then shown smiling at the camera. They recount their experience of recovering from a stomach bug and navigating the bustling streets of Bangkok, including their visit to the Grand Palace and the temple of the Emerald Buddha. The man explains that they had to buy pants to cover their knees due to local customs and describes the crowded streets and vendors trying to sell them things. Despite the challenges, the couple appears happy and relaxed as they enjoy their trip."
Yy7lpWBualA,558.9584,"[99.365, 116.683]","The video takes viewers on a tour of a grand temple complex, its golden facade gleaming under a bright sky, as upbeat music plays and visitors capture photos of the intricate architecture."
Yy7lpWBualA,558.9584,"[116.683, 122.555]","The camera glides through a majestic temple, its gold and blue roof adorned with intricate carvings, as upbeat pop music continues to play, creating a vibrant atmosphere."
Yy7lpWBualA,558.9584,"[122.555, 133.967]","A man in sunglasses smiles at the camera in front of a temple, as he explains that people leave their shoes outside the Buddha temple and it's not considered stealing if someone takes them."
Yy7lpWBualA,558.9584,"[133.967, 139.239]","The lively scene shifts from a temple entrance to a bustling outdoor market, where people browse colorful shoes displayed on metal racks, the vibrant energy continuing as upbeat electronic music plays."
Yy7lpWBualA,558.9584,"[139.239, 143.977]","The camera focuses on a large, ornate statue of a deity with gold and blue hues, standing in front of a traditional building with a red roof and gold accents, as upbeat music transitions from Electronic to Rhythm & Blues, capturing the vibrant atmosphere of the temple."
Yy7lpWBualA,558.9584,"[143.977, 149.516]","A blonde woman, smiling brightly for the camera against a backdrop of ornate architecture and palm trees, waves as a man sings ""I don't need no other girl,"" his voice blending with the rhythm and blues music."
Yy7lpWBualA,558.9584,"[149.516, 194.727]","A man, wearing a light blue t-shirt and sunglasses on his head, smiles at the camera while standing in front of a grand temple complex with intricate carvings and multiple spires, as he talks about his experience in Thailand and the humid weather."
Yy7lpWBualA,558.9584,"[194.727, 201.134]","A traveler pauses to photograph a majestic building with intricate Asian-inspired architecture, its white facade and gilded details gleaming under a clear blue sky, as upbeat pop music plays in the background."
Yy7lpWBualA,558.9584,"[201.134, 206.139]","From a high vantage point, the camera surveys a bustling city street, alive with the constant movement of cars and motorcycles navigating the urban landscape as a Spanish hip-hop song provides a vibrant soundtrack."
Yy7lpWBualA,558.9584,"[206.139, 245.85287981859412]","High above a bustling city street filled with parked motorcycles and people going about their day, the camera focuses on a man with glasses and a beard as he shares his experience of trying local snacks from a 7-Eleven after a long day of travel."
Yy7lpWBualA,558.9584,"[247.413, 260.0867120181406]","As the man continues to share his experiences, the camera shifts to a close-up of a person stirring a white mug on a wooden table, with a silver teapot visible in the background."
Yy7lpWBualA,558.9584,"[260.66, 316.015]","A blonde woman with glasses smiles warmly at the camera, greeting someone off-screen before launching into a conversation about her plans for the day, which include visiting the temple of the reclining Buddha."
Yy7lpWBualA,558.9584,"[316.015, 319.6691156462585]","The bustling city street teems with cars, motorcycles, and pedestrians, a man on a bicycle navigating the urban flow as a woman's voice speaks from somewhere unseen."
Yy7lpWBualA,558.9584,"[320.186, 324.924]","The bustling street market is a vibrant scene with vendors and shoppers, the lively atmosphere enhanced by the upbeat Spanish pop music playing in the background."
Yy7lpWBualA,558.9584,"[324.924, 367.78086167800456]","On a stage adorned with Thai script, a group of performers dressed in vibrant red and gold costumes move rhythmically to pop music, their movements shifting from a traditional dance with fan-like props to a final pose in front of a grand temple as the audience applauds."
Yy7lpWBualA,558.9584,"[367.9, 410.943]","A man, wearing a white shirt and black vest, takes a selfie in front of a grand Thai temple, then turns to smile at the camera as he recounts a performance he just witnessed and marvels at the temple's impressive size."
Yy7lpWBualA,558.9584,"[410.943, 422.44680272108843]","A man and a woman pose for a selfie in front of a massive golden temple, their smiles reflecting the joy of their trip as the man excitedly exclaims, ""What po?"" and the woman explains that they are standing before a giant reclining Buddha."
Yy7lpWBualA,558.9584,"[423.055, 464.197]","Inside a grand room with high ceilings and ornate golden decorations, a golden statue gleams under soft lighting as upbeat pop music plays in the background and people admire its beauty."
Yy7lpWBualA,558.9584,"[464.197, 490.089]","A woman is admiring a massive golden sarcophagus inside a temple, commenting on its size and the beautiful paintings surrounding it, while a man off-camera marvels at the ""Buddha booty"" and points out the intricate details of the statue's feet."
Yy7lpWBualA,558.9584,"[490.089, 503.336]","The camera pans across a grand room filled with golden statues and ornate decorations, then moves outside to show a man walking through a temple complex with intricate architecture."
Yy7lpWBualA,558.9584,"[503.336, 507.34]","As serene pop music plays, a man in traditional attire walks through a temple, passing by golden Buddha statues encased in ornate structures."
Yy7lpWBualA,558.9584,"[507.34, 532.498]","A person walks their dog on a stone walkway bordered by lush greenery, as serene pop music plays, then the camera shifts to follow a white cat sauntering along a white building with intricate architectural details."
Yy7lpWBualA,558.9584,"[532.498, 548.214]","On an outdoor stage adorned with a large graphic backdrop, a group of people dressed in red and white traditional costumes perform a dance routine, their synchronized movements accompanied by upbeat pop music."
Yy7lpWBualA,558.9584,"[548.214, 551.8066213151927]","As night falls, the camera pans across a vibrant cityscape, its tall buildings illuminated against the dark sky, while upbeat pop music sets a lively tone."
Yy7lpWBualA,558.9584,"[552.618, 558.925]","As night falls over the brightly lit cityscape, the camera zooms in from a high vantage point, showcasing the bustling streets below while upbeat music plays."
8TCPDVMenzI,519.166667,"[0.0, 9.033]","A smartphone displays a subscribed YouTube channel named ""KHAiN"" with a green background and video thumbnails, while a pop song transitions into a descending piano chord with delay, followed by a woman speaking."
8TCPDVMenzI,519.166667,"[14.266, 46.0]","The video begins with a soccer match already in progress, with players in red jerseys enthusiastically celebrating a goal as the camera follows their actions. The scene then transitions to black, displaying white text that highlights an impressive goal record for a country. The video returns to the field, where a player in an orange jersey is charging towards the goalkeeper. As the red-jerseyed player takes the shot, the screen is overlaid with the excited commentary of the announcer."
8TCPDVMenzI,519.166667,"[46.0, 79.333]","The soccer match continues with intense action as players in maroon and white jerseys clash on the field, their every move met by the roar of the crowd cheering for Messi, whose exceptional skills are on full display as he maneuvers the ball towards the goal."
8TCPDVMenzI,519.166667,"[84.333, 87.01750566893423]","The video transitions from the exciting soccer match to a black screen with bold white text proclaiming a single player's significant role in leading Argentina to the 2018 World Cup, all while an electronic song plays in the background."
8TCPDVMenzI,519.166667,"[87.433, 114.9]","As the video shifts from a black screen to the vibrant green soccer field, the crowd erupts, their cheers and chants of ""Messi!"" echoing the commentator's praise for the legendary player in the number 10 jersey."
8TCPDVMenzI,519.166667,"[114.9, 117.01750566893423]","The Argentinian soccer players in blue and white jerseys joyously embrace, celebrating a triumphant moment as the crowd roars with excitement, chanting ""Messi"" in admiration for their incredible play."
8TCPDVMenzI,519.166667,"[117.8, 121.166]","On the vibrant green field, a player in blue charges toward the goal, pursued by opponents in yellow, as the commentator excitedly exclaims, ""Unbelievable! Lionel Messi saves Argentina!"""
8TCPDVMenzI,519.166667,"[121.166, 126.566]","The screen suddenly cuts to black, displaying a stark white message that boldly criticizes Lionel Messi's leadership, while an upbeat pop song continues playing in the background."
8TCPDVMenzI,519.166667,"[126.566, 131.866]","As the upbeat pop song transitions into heavy metal, a Barcelona player in maroon and blue looks intently at the referee in light blue, who appears to be making a call."
8TCPDVMenzI,519.166667,"[131.866, 148.0]","As the heavy metal music transitions to electronic, two players in red and white striped jerseys argue with each other, their faces tense as the referee watches closely."
8TCPDVMenzI,519.166667,"[148.0, 153.57968253968255]","A Barcelona player checks on a fallen player from the opposing team, while concerned teammates in the background watch as a man speaks on the field."
8TCPDVMenzI,519.166667,"[154.266, 179.88498866213152]","The soccer match intensifies as a player in a red and yellow striped jersey prepares to take a free kick, while the crowd roars with a mix of excitement and concern when another player is down on the field, writhing in pain."
8TCPDVMenzI,519.166667,"[179.966, 185.533]","On the soccer field, the referee holds up a yellow card, causing the player in red and blue stripes to react with frustration as tense energy fills the air."
8TCPDVMenzI,519.166667,"[185.533, 210.90684807256235]","During a tense soccer match, the referee issues a red card to a player in a blue and white striped jersey, causing frustration among the Argentinian team as they are now down to ten men just before the break."
8TCPDVMenzI,519.166667,"[216.966, 243.2]","The exciting soccer match continues, with players in blue and purple jerseys maneuvering the ball down the field, as the commentator excitedly describes Messi's incredible footwork and a near goal."
8TCPDVMenzI,519.166667,"[243.2, 246.5492970521542]","As the soccer players clash on the well-maintained pitch, vying for control of the ball, the commentator excitedly describes Messi's impressive skills, maneuvering through defenders, keeping the crowd on the edge of their seats."
8TCPDVMenzI,519.166667,"[246.766, 273.333]","As the exciting soccer match continues, the commentator excitedly describes the action on the field, including a brilliant goal by Messi, while the video showcases the players' agility and speed as they navigate the field in their colorful uniforms."
8TCPDVMenzI,519.166667,"[273.333, 276.5492970521542]","The soccer players continue their strategic maneuvers across the grassy field, their light blue and pink jerseys a blur of motion as the commentator excitedly describes a brilliant goal by Messi."
8TCPDVMenzI,519.166667,"[276.766, 304.066]","The soccer match is in full swing, with players in vibrant jerseys energetically running across the field, their movements captured in a flurry of kicks and passes as the crowd roars with excitement, their cheers echoing the commentator's enthusiastic narration."
8TCPDVMenzI,519.166667,"[304.066, 330.433]","The soccer match intensifies as a player in red dribbles the ball toward the goal, while the goalkeeper prepares for a save, the crowd's cheers and the commentator's excited discussion about a previous play audible in the background."
8TCPDVMenzI,519.166667,"[335.833, 380.333]","As the crowd roars with excitement, the soccer players charge across the field in a blur of colorful jerseys, their movements a flurry of kicks and passes as the commentator excitedly describes the action, including a brilliant goal by Messi."
8TCPDVMenzI,519.166667,"[380.333, 383.75619047619045]","The soccer match continues with players in white and blue jerseys battling for control of the ball as the commentator excitedly describes a skillful play by Messi, praising his world-class talent amidst the roar of the crowd."
8TCPDVMenzI,519.166667,"[383.933, 411.933]","The video opens with a black screen displaying the words ""I am to score headers"" and ""well,"" followed by a dynamic soccer match where players in blue and white jerseys are fiercely competing, their every move met by the roar of the crowd cheering for Messi, who just scored a goal."
8TCPDVMenzI,519.166667,"[411.933, 441.866]","The soccer match continues with electrifying energy as players in blue and white uniforms fiercely compete for a goal, their every move met by the roar of the crowd cheering for Messi, whose name echoes through the stadium as he dominates the field."
8TCPDVMenzI,519.166667,"[441.866, 445.75619047619045]","A player in blue prepares to take a free kick, aiming for a goal as the goalkeeper watches intently, while the commentator excitedly describes Messi scoring a header."
8TCPDVMenzI,519.166667,"[446.2, 473.1]","The camera focuses on a soccer match between Juventus and Barcelona, where a player in a blue and garnet jersey prepares to take a shot as the goalkeeper in orange gets ready to defend. The crowd cheers as the Barcelona player kicks the ball towards the goal, the commentator exclaiming with excitement as Messi scores."
8TCPDVMenzI,519.166667,"[478.5, 503.633]","The intense soccer match continues as a player in blue and maroon dribbles the ball down the field, cheered on by the roaring crowd as Messi scores another impressive goal, leaving the Real Madrid fans stunned."
8TCPDVMenzI,519.166667,"[503.633, 506.98448979591836]","As the commentator excitedly describes Messi's incredible goal, a player in blue walks towards the sideline while a referee in yellow runs alongside him, possibly to make a substitution or discuss a call."
8TCPDVMenzI,519.166667,"[507.8, 519.166]","As the video concludes, a vibrant outro screen with the text ""THANKS FOR WATCHING"" and ""LIKE & COMMENT"" appears, accompanied by upbeat pop and electronic music."
3RIylbiEDsU,287.88,"[10.12, 25.6]","Sitting on a colorful net suspended in a vibrant, tent-like environment, a man speaks directly to the camera, delivering a news report that begins with ""Hello and welcome to Special Report."""
3RIylbiEDsU,287.88,"[32.68, 34.72]","Inside a dimly lit tent, two men are seated on the floor, engaged in a quiet exchange of money as a news reporter can be heard faintly in the background."
3RIylbiEDsU,287.88,"[35.96, 38.24]","The man from the news report is deep in thought, his gaze fixed on something outside the frame of the dimly lit tent, as a voice continues to speak about the rhythm of life punctuated by performances."
3RIylbiEDsU,287.88,"[42.72, 68.17378684807257]","A man, visible only as a pair of legs propped up on a bed, is engrossed in his reading while a conversation in a foreign language, seemingly from a broadcast, fills the room. Later, the scene shifts to a man sitting in a cluttered stall, applying cream to his face as he gazes into a mirror, the foreign language conversation still audible."
3RIylbiEDsU,287.88,"[76.48, 81.56]","Two men in matching white uniforms with red stripes are adjusting their clothing inside a vibrant tent, preparing for an event as a news report about a trapeze artist's life plays in the background."
3RIylbiEDsU,287.88,"[82.16, 84.03301587301587]","Inside a vibrant tent, a man in a white and orange striped costume leaps energetically, his movements synchronized with the ongoing news report detailing the life of a trapeze artist, Suresh, whose parents made the difficult decision to entrust him to a circus at a young age."
3RIylbiEDsU,287.88,"[84.16, 88.72]","As a man in white adjusts a vibrant red curtain, possibly signaling the start of a performance, a news report continues to play, detailing how Suresh's parents retired while he carries on their legacy."
3RIylbiEDsU,287.88,"[88.72, 95.12]","Under the large, colorful tent, a performer in a white outfit swings from a trapeze, embodying the legacy of Suresh, the flying trapeze artist, as the news report continues to play."
3RIylbiEDsU,287.88,"[95.76, 103.48]","As the camera focuses on the acrobats gracefully maneuvering on the high beam, the scene transitions to a giant net, illuminated by colorful lights, while upbeat punk music plays in the background, hinting at an upcoming performance."
3RIylbiEDsU,287.88,"[106.56, 108.59972789115646]","Two female athletes in purple and white stand poised on the sandy floor of a brightly lit gymnasium, their focused expressions reflecting the anticipation of the crowd visible in the background, as a man's voice narrates a story about a five-year-old named Shyamla entering the circus."
3RIylbiEDsU,287.88,"[109.84, 126.6184126984127]","A woman in a sparkling red and white costume dances gracefully on a stage, her movements accentuated by the sword in her hand, while a man speaks about the declining interest in circus life, his voice eventually giving way to the lively sounds of a jazz band accompanying a circus performance."
3RIylbiEDsU,287.88,"[127.32, 133.81659863945578]","As the camera pans across a vibrant gathering under a large tent, the scene shifts to a circus performer in a red leotard executing a series of flips and twists on a high beam, all while a man's voice discusses the stigma and rumors surrounding girls in the circus."
3RIylbiEDsU,287.88,"[133.96, 136.64]","As lively jazz music fills the circus tent, a woman in a red and white costume balances gracefully on a table, her legs elegantly positioned above her, while a brightly dressed clown stands to the side, adding to the festive atmosphere."
3RIylbiEDsU,287.88,"[137.72, 141.2]","As lively jazz music transitions to upbeat punk, a pair of brightly costumed performers gracefully descend from a high platform, showcasing their acrobatic skills with flips and spins under the vibrant, striped canopy of the circus tent."
3RIylbiEDsU,287.88,"[148.28, 155.4]","Inside a tent decorated with warm-toned fabric, a family of three sits on a bench, the young boy playfully looking at the camera as a woman speaks, introducing her husband Raghavpati Gupta, who then appears on screen, wearing a white shirt and necklace, to share his story."
3RIylbiEDsU,287.88,"[155.4, 156.96689342403627]","Inside a dimly lit tent, a concerned-looking woman, a man, and a yawning child sit in the background, while two dolls, a baby doll and a large teddy bear, lay on the carpeted floor in the foreground."
3RIylbiEDsU,287.88,"[157.56, 163.6]","Inside a tent filled with personal belongings, a woman wearing a brightly colored floral top speaks directly to the camera for a news report, her calm demeanor contrasting with the concerned expressions of a family seated behind her."
3RIylbiEDsU,287.88,"[165.4, 168.28]","A young girl, adorned with a necklace and a look of surprise, covers her mouth with her hand as she reacts to something off-camera, her smile momentarily hidden."
3RIylbiEDsU,287.88,"[168.28, 170.01650793650794]","Inside a vibrantly decorated tent, a woman in a colorful traditional outfit smiles warmly as she holds her curious child, while a man sits in the background, his voice revealing the couple's wish for their daughter to pursue a different path than the circus life surrounding them."
3RIylbiEDsU,287.88,"[170.92, 180.37260770975055]","The camera pans across a crowded room within a tent, capturing a man passionately addressing the group before focusing on a couple sitting inside a dimly lit tent, engaged in a quiet conversation in a foreign language."
3RIylbiEDsU,287.88,"[180.6, 182.96]","The camera focuses on a small golden statue of a deity, intricately detailed and gleaming under the warm lighting, resting on a vibrant tapestry with floral patterns."
3RIylbiEDsU,287.88,"[182.96, 191.6342857142857]","A woman with a warm smile, dressed in a colorful floral blouse, sits inside a tent, surrounded by bags and personal belongings, as she speaks in a foreign language."
3RIylbiEDsU,287.88,"[197.64, 209.88]","A man dressed in a colorful shirt and white face paint stands in a cluttered room, examining various pieces of fabric before meticulously tying a knot in a piece of red ribbon as Indian music plays in the background."
3RIylbiEDsU,287.88,"[218.24, 220.84]","Under the big top, a clown in a colorful costume takes a bow after an energetic acrobatic performance as a woman can be heard saying ""Bye""."
3RIylbiEDsU,287.88,"[222.16, 227.02149659863946]","Inside a tent with warm-colored fabric, a woman in a bright floral outfit listens attentively as a man, gesturing while he speaks in a foreign language, stands beside her and their calm child."
3RIylbiEDsU,287.88,"[228.68, 245.32]","As upbeat pop music plays, a circus performer dressed in red and gold captivates the audience with a thrilling unicycle act, balancing skillfully in the center ring before the scene transitions to a close-up of a bicycle wheel rapidly spinning on a ramp."
3RIylbiEDsU,287.88,"[245.32, 253.56190476190477]","A man, dressed in a red vest, sits thoughtfully in a colorful tent, a lone bicycle wheel propped in front of him, as a voice narrates in a foreign language."
3RIylbiEDsU,287.88,"[254.04, 266.4814512471655]","As a man speaks about the cyclical nature of circus life, a troupe of brightly costumed performers ride bicycles around a dirt arena, their synchronized movements set to upbeat punk music."
3RIylbiEDsU,287.88,"[267.12, 279.76]","Inside a workshop, a man in a red shirt explains the mechanics of a large wheel, pointing to its parts as the camera captures different angles."
CR55TVLjTzc,594.64,"[0.0, 152.12]","A blue-green logo appears on a black screen, accompanied by electronic music. When the display screen switches to the car dashboard, the music continues, with a display time of 22:07 and a temperature of 8.5 degrees. Then, the scene shifts to a nighttime parking lot, viewed from inside the car, and transitions to the highway landscape when cars are driving at night. The scene has once again turned into a man and a woman in a coffee shop, both looking at their phones. When the video switches to a close-up shot of the floor wearing shoes, followed by a hand dropping a coin into the machine, electronic music continues to play. The scene once again turns into a hand holding a cheeseburger, and then returns to the dark path. A woman's voice was added to the man's voice, and they discussed an absent person named Kyle. The scene transitions to two men illuminated by red lights, who look at the camera with serious expressions. The speaker mentioned that they have a video of Kyle taking a rock climbing class. The red light continued to illuminate the faces of the men, who smiled and looked relaxed."
CR55TVLjTzc,594.64,"[152.12, 154.1340589569161]","A man sits in a car, illuminated by a red light, as a woman's voice can be heard, letting out a soft ""Ooh."""
CR55TVLjTzc,594.64,"[154.6, 200.59718820861679]","Two men, illuminated by a red light in a dark room, are engaged in a conversation, their faces serious as one apologizes and explains they should be arriving at their destination soon, a place of historical significance that was used as a hospital during World War II."
CR55TVLjTzc,594.64,"[201.84, 206.59718820861679]","The car engine hums as it drives down the deserted road at night, headlights cutting through the darkness and briefly illuminating the houses that line the street."
CR55TVLjTzc,594.64,"[209.84, 251.95501133786848]","The video first shows an abandoned car overtaken by nature, accompanied by the muffled sounds of electronic music and a man recounting a story. The scene then briefly cuts to a close-up of metallic tools before transitioning to a lone van parked in a dark, overgrown area, still accompanied by the same electronic music."
CR55TVLjTzc,594.64,"[252.4, 258.6]","The camera pans across a dark and dilapidated scene, revealing the rusted remains of a vehicle partially obscured by debris, as the sharp clang of metal striking metal echoes through the silence."
CR55TVLjTzc,594.64,"[258.6, 269.44]","The camera focuses on the intricate details of a rusted wheel and surrounding barbed wire, while a rhythmic electronic track plays, punctuated by the sounds of hammering and muffled voices."
CR55TVLjTzc,594.64,"[274.44, 283.68]","A man with a serious expression, wearing a hoodie and a strap, stands in a dimly lit outdoor setting, possibly a forest, as he speaks in a low voice, the camera slowly zooming in on his face."
CR55TVLjTzc,594.64,"[283.68, 286.026485260771]","The video cuts to black, leaving only the sound of electronic music playing as someone says ""Okay""."
CR55TVLjTzc,594.64,"[286.2, 294.72]","A sustained synth lead with reverb fills the silence as the camera focuses on a wooden door, partially hidden by climbing foliage in the dark."
CR55TVLjTzc,594.64,"[294.72, 300.28]","Despite the dark and blurry video, a green and gray bumper car, bathed in faint light, can be seen, its smooth contours and textured seat standing out against the obscured background."
CR55TVLjTzc,594.64,"[300.28, 317.36]","As ambient electronic music plays, the camera moves from a lush green landscape to a dilapidated building, its broken windows and peeling paint starkly contrasting with the vibrant surroundings."
CR55TVLjTzc,594.64,"[317.36, 319.96]","The camera pans across a serene landscape, showcasing a tree branch with leaves before revealing a distant hill against a soft, diffused sky."
CR55TVLjTzc,594.64,"[319.96, 330.04]","The camera pans across a dimly lit, possibly abandoned outdoor scene, revealing a weathered wooden table overtaken by nature, as faint electronic music plays in the background."
CR55TVLjTzc,594.64,"[330.64, 338.026485260771]","The electronic music continues as the scene shifts to a foggy, dark environment where a car is partially submerged in water, creating an eerie and mysterious atmosphere."
CR55TVLjTzc,594.64,"[338.64, 350.1832199546485]","The camera pans across a desolate area, revealing a fence and a pile of tires and debris in the dim light, as eerie electronic music continues to play."
CR55TVLjTzc,594.64,"[352.76, 357.76]","The camera focuses on the rusted exterior of an abandoned car, overgrown with vegetation, as ambient electronic music plays in the background."
CR55TVLjTzc,594.64,"[357.76, 367.52]","The camera focuses on a rusted, abandoned car, swallowed by the overgrown vegetation of a dark, wooded area, as faint electronic music plays in the background."
CR55TVLjTzc,594.64,"[368.12, 383.14467120181405]","A man holding a flashlight walks cautiously through a dark, wooded area, his car engine audible in the distance as he mutters to himself."
CR55TVLjTzc,594.64,"[383.72, 388.72]","A man cautiously approaches a dilapidated building, its rusted door slightly ajar, while on the soundtrack he can be heard urging someone to talk."
CR55TVLjTzc,594.64,"[388.72, 394.6]","A man, illuminated by a soft light, walks towards a partially open wooden door in a dimly lit room, as he can be heard urging someone to talk."
CR55TVLjTzc,594.64,"[394.6, 429.6]","A man walks through a dimly lit, possibly underground space, his footsteps echoing on the concrete floor, towards a wooden door, which he opens before the scene abruptly shifts to a dark outdoor area by a body of water, where a green chair sits near some debris."
CR55TVLjTzc,594.64,"[429.6, 433.17750566893426]","The faint rustling of footsteps can be heard as the camera focuses on two weathered barrels, one metallic silver and the other blue, amidst scattered debris in a dark and desolate outdoor area."
CR55TVLjTzc,594.64,"[433.84, 447.32]","The blurry, misty landscape, possibly near water, adds to the eerie atmosphere as a dog barks in the distance, followed by the muffled voice of a man speaking nearby."
CR55TVLjTzc,594.64,"[447.32, 453.3231746031746]","A blurry, dark figure walks slowly towards a faint light, urging someone to ""come on"" as the scene remains unclear."
CR55TVLjTzc,594.64,"[455.84, 462.33251700680273]","A man's voice tells someone to ""put your foot in"" as the blurry image remains unclear, followed by the sounds of a horse galloping and snorting."
CR55TVLjTzc,594.64,"[463.2, 473.64]","A blurry image of a large wooden wheel with thin wires attached is briefly shown, before cutting to a man in a dark room illuminated by a bright light, who gestures with his hands as if speaking while a muffled voice says ""Shit. You know how you come out the door?""."
CR55TVLjTzc,594.64,"[473.64, 480.86204081632656]","A blurry figure walks away down a tree-lined path, their footsteps echoing ""Oh my God, alright, shh"" as the camera follows."
CR55TVLjTzc,594.64,"[482.96, 584.2604988662132]","Two men are driving at night, the passenger recounting a humorous story about exploring an abandoned car wash."
CR55TVLjTzc,594.64,"[585.12, 594.64]","After a blurry nighttime drive, the video cuts to a blue logo with an ""L"" and a green power button, followed by a black screen with the word ""SUBSCRIBE"" boldly displayed in red."
5WTOiYp-uPM,338.129458,"[0.0, 6.339]","A man in a light blue t-shirt and cap playfully holds a woman around the waist as she disappears headfirst into a blue Goodwill donation bin, her laughter echoing from the depths of the dumpster."
